Timestamp,L 1,L 2,L 3,L 4,L 5,L 6,L 7,L 8
2025-03-10 09:57:36,572.0,524.0,583.0,897.0,563.0,897.0,566.0,666.0
2025-03-10 09:57:38,550.0,975.0,862.0,932.0,834.0,849.0,947.0,980.0
2025-03-10 09:57:40,822.0,856.0,645.0,950.0,613.0,598.0,798.0,548.0
2025-03-10 09:57:42,760.0,758.0,969.0,573.0,620.0,718.0,695.0,517.0
2025-03-10 09:57:44,751.0,590.0,687.0,872.0,501.0,976.0,767.0,520.0
2025-03-10 09:57:46,972.0,981.0,930.0,616.0,918.0,563.0,767.0,612.0
2025-03-10 09:57:48,660.0,784.0,804.0,849.0,562.0,650.0,997.0,873.0
2025-03-10 09:57:50,505.0,878.0,738.0,936.0,639.0,557.0,692.0,900.0
2025-03-10 09:57:52,938.0,984.0,869.0,563.0,508.0,768.0,621.0,823.0
2025-03-10 09:57:54,642.0,570.0,846.0,898.0,563.0,537.0,714.0,754.0
2025-03-10 09:57:56,652.0,850.0,657.0,975.0,587.0,627.0,823.0,590.0
2025-03-10 09:57:58,781.0,702.0,977.0,503.0,512.0,597.0,629.0,816.0
2025-03-10 09:58:00,608.0,882.0,530.0,545.0,536.0,612.0,504.0,593.0
2025-03-10 09:58:02,787.0,551.0,913.0,833.0,907.0,573.0,534.0,510.0
2025-03-10 09:58:04,631.0,529.0,786.0,630.0,593.0,902.0,620.0,896.0
2025-03-10 09:58:06,543.0,950.0,628.0,836.0,783.0,716.0,874.0,701.0
2025-03-10 09:58:08,779.0,980.0,889.0,928.0,746.0,914.0,806.0,999.0
2025-03-10 09:58:10,896.0,779.0,894.0,876.0,893.0,508.0,919.0,855.0
2025-03-10 09:58:12,823.0,632.0,843.0,873.0,766.0,912.0,962.0,818.0
2025-03-10 09:59:11,836.0,888.0,687.0,986.0,953.0,575.0,588.0,539.0
2025-03-10 09:59:13,850.0,881.0,711.0,890.0,779.0,988.0,629.0,574.0
2025-03-10 09:59:15,932.0,541.0,923.0,671.0,505.0,713.0,755.0,580.0
2025-03-10 09:59:17,995.0,623.0,511.0,731.0,966.0,998.0,942.0,992.0
2025-03-10 10:00:23,739.0,608.0,756.0,705.0,619.0,697.0,735.0,569.0
2025-03-10 10:00:25,663.0,611.0,905.0,588.0,506.0,748.0,630.0,760.0
2025-03-10 10:00:27,723.0,982.0,715.0,525.0,526.0,775.0,641.0,638.0
2025-03-10 10:00:29,605.0,768.0,570.0,540.0,553.0,587.0,552.0,806.0
2025-03-10 10:00:31,889.0,821.0,792.0,604.0,996.0,838.0,700.0,504.0
2025-03-10 10:00:33,512.0,574.0,901.0,948.0,581.0,985.0,843.0,946.0
2025-03-10 10:00:35,945.0,666.0,683.0,827.0,680.0,601.0,864.0,534.0
2025-03-10 10:00:37,589.0,778.0,676.0,508.0,695.0,789.0,914.0,940.0
2025-03-10 10:12:34,741.0,955.0,761.0,592.0,884.0,554.0,906.0,960.0
2025-03-10 10:13:22,890.0,943.0,667.0,705.0,595.0,967.0,524.0,539.0
2025-03-10 10:16:11,857.0,652.0,985.0,631.0,965.0,952.0,697.0,790.0
2025-03-10 10:16:13,825.0,807.0,757.0,894.0,655.0,805.0,707.0,691.0
2025-03-10 11:52:06,744.0,857.0,535.0,655.0,920.0,672.0,994.0,726.0
2025-03-10 11:52:08,861.0,945.0,758.0,660.0,917.0,798.0,987.0,780.0
2025-03-10 11:52:10,940.0,698.0,944.0,834.0,852.0,580.0,731.0,868.0
2025-03-10 11:52:12,977.0,990.0,606.0,771.0,928.0,707.0,611.0,705.0
2025-03-10 11:52:14,726.0,798.0,518.0,691.0,609.0,540.0,584.0,623.0
2025-03-10 11:52:16,872.0,636.0,977.0,580.0,704.0,750.0,967.0,866.0
2025-03-10 11:52:18,809.0,903.0,632.0,967.0,569.0,663.0,528.0,586.0
2025-03-10 11:52:20,756.0,840.0,804.0,694.0,854.0,849.0,993.0,583.0
2025-03-10 11:52:22,590.0,978.0,641.0,665.0,648.0,817.0,977.0,714.0
2025-03-10 11:52:24,848.0,734.0,962.0,755.0,665.0,829.0,920.0,632.0
2025-03-10 11:52:26,931.0,871.0,687.0,513.0,732.0,777.0,724.0,614.0
2025-03-10 11:52:28,577.0,968.0,980.0,559.0,532.0,990.0,793.0,958.0
2025-03-10 11:52:30,602.0,695.0,684.0,765.0,680.0,970.0,510.0,606.0
2025-03-10 11:52:32,661.0,774.0,807.0,944.0,814.0,626.0,776.0,620.0
2025-03-10 11:52:34,550.0,854.0,734.0,551.0,925.0,745.0,723.0,878.0
2025-03-10 11:52:36,986.0,879.0,627.0,696.0,880.0,992.0,920.0,550.0
2025-03-10 11:52:38,706.0,647.0,678.0,991.0,743.0,845.0,814.0,648.0
2025-03-10 11:52:40,871.0,712.0,928.0,948.0,781.0,900.0,814.0,770.0
2025-03-10 11:52:42,733.0,541.0,918.0,672.0,938.0,857.0,687.0,821.0
2025-03-10 11:52:44,630.0,821.0,637.0,911.0,787.0,643.0,843.0,843.0
2025-03-10 11:52:46,898.0,641.0,890.0,536.0,887.0,895.0,543.0,913.0
2025-03-10 11:52:48,794.0,549.0,962.0,913.0,583.0,640.0,762.0,891.0
2025-03-10 11:52:50,856.0,650.0,854.0,733.0,989.0,835.0,784.0,898.0
2025-03-10 11:52:52,952.0,676.0,742.0,602.0,578.0,898.0,754.0,818.0
2025-03-10 11:52:54,899.0,995.0,726.0,856.0,705.0,580.0,893.0,514.0
2025-03-10 11:52:56,789.0,583.0,783.0,955.0,737.0,799.0,583.0,898.0
2025-03-10 11:52:58,715.0,545.0,566.0,513.0,557.0,792.0,924.0,878.0
2025-03-10 11:53:00,727.0,783.0,739.0,872.0,842.0,561.0,535.0,779.0
2025-03-10 11:53:02,697.0,555.0,524.0,982.0,817.0,616.0,568.0,755.0
2025-03-10 11:53:04,690.0,957.0,547.0,980.0,926.0,813.0,919.0,948.0
2025-03-10 11:53:06,950.0,564.0,861.0,560.0,755.0,774.0,597.0,663.0
2025-03-10 11:53:08,900.0,742.0,573.0,683.0,573.0,629.0,717.0,735.0
2025-03-10 11:53:10,971.0,775.0,565.0,920.0,792.0,861.0,936.0,588.0
2025-03-10 11:53:12,558.0,882.0,564.0,849.0,845.0,762.0,584.0,546.0
2025-03-10 11:53:14,513.0,955.0,725.0,954.0,877.0,940.0,992.0,537.0
2025-03-10 11:53:16,963.0,912.0,607.0,503.0,526.0,563.0,839.0,806.0
2025-03-10 11:53:18,890.0,585.0,926.0,935.0,719.0,521.0,918.0,923.0
2025-03-10 11:53:20,685.0,664.0,913.0,797.0,857.0,718.0,532.0,994.0
2025-03-10 11:53:24,670.0,867.0,700.0,697.0,609.0,807.0,986.0,576.0
2025-03-10 11:53:26,754.0,911.0,677.0,703.0,722.0,668.0,527.0,797.0
2025-03-10 11:53:28,781.0,665.0,870.0,739.0,641.0,926.0,528.0,718.0
2025-03-10 11:53:30,787.0,693.0,910.0,931.0,896.0,923.0,917.0,585.0
2025-03-10 11:53:32,754.0,764.0,677.0,839.0,594.0,903.0,708.0,592.0
2025-03-10 11:53:34,648.0,753.0,888.0,963.0,766.0,847.0,790.0,813.0
2025-03-10 11:53:36,943.0,838.0,881.0,802.0,749.0,904.0,584.0,955.0
2025-03-10 11:53:38,714.0,938.0,520.0,795.0,937.0,621.0,761.0,518.0
2025-03-10 11:53:40,637.0,991.0,687.0,900.0,761.0,619.0,665.0,715.0
2025-03-10 11:53:42,853.0,912.0,992.0,946.0,540.0,629.0,546.0,959.0
2025-03-10 11:53:44,895.0,516.0,927.0,707.0,799.0,728.0,712.0,691.0
2025-03-10 11:53:46,605.0,759.0,909.0,583.0,584.0,925.0,836.0,815.0
2025-03-10 11:53:48,689.0,882.0,671.0,979.0,610.0,948.0,981.0,502.0
2025-03-10 11:53:50,826.0,924.0,714.0,689.0,988.0,796.0,546.0,593.0
2025-03-10 11:53:52,745.0,698.0,819.0,686.0,974.0,516.0,791.0,972.0
2025-03-10 11:53:54,645.0,782.0,716.0,894.0,517.0,736.0,713.0,795.0
2025-03-10 11:53:56,782.0,940.0,856.0,948.0,522.0,601.0,765.0,565.0
2025-03-10 11:53:58,601.0,503.0,970.0,911.0,937.0,949.0,597.0,920.0
2025-03-10 11:54:00,571.0,781.0,684.0,551.0,762.0,956.0,913.0,937.0
2025-03-10 11:54:04,705.0,801.0,874.0,530.0,596.0,952.0,644.0,780.0
2025-03-10 11:54:06,868.0,904.0,774.0,703.0,957.0,915.0,667.0,619.0
2025-03-10 11:54:08,867.0,923.0,772.0,718.0,521.0,875.0,871.0,924.0
2025-03-10 11:54:10,904.0,969.0,758.0,909.0,546.0,650.0,632.0,834.0
2025-03-10 11:54:12,908.0,724.0,903.0,861.0,720.0,588.0,836.0,703.0
2025-03-10 11:54:14,657.0,619.0,710.0,755.0,815.0,511.0,774.0,777.0
2025-03-10 11:54:16,807.0,828.0,862.0,810.0,939.0,700.0,964.0,710.0
2025-03-10 11:54:18,604.0,964.0,884.0,833.0,932.0,908.0,501.0,706.0
2025-03-10 11:54:20,798.0,877.0,514.0,808.0,626.0,637.0,729.0,515.0
2025-03-10 11:54:22,516.0,675.0,688.0,747.0,985.0,787.0,779.0,708.0
2025-03-10 11:54:24,939.0,667.0,510.0,858.0,784.0,766.0,617.0,613.0
2025-03-10 11:54:26,692.0,960.0,707.0,953.0,725.0,992.0,673.0,558.0
2025-03-10 11:54:28,761.0,851.0,614.0,959.0,823.0,960.0,842.0,573.0
2025-03-10 11:54:30,563.0,766.0,602.0,894.0,792.0,972.0,708.0,905.0
2025-03-10 11:54:32,974.0,833.0,561.0,623.0,630.0,637.0,825.0,922.0
2025-03-10 11:54:34,597.0,535.0,562.0,804.0,500.0,873.0,705.0,823.0
2025-03-10 11:54:36,740.0,892.0,823.0,630.0,684.0,536.0,779.0,725.0
2025-03-10 11:54:38,900.0,915.0,910.0,598.0,553.0,512.0,813.0,914.0
2025-03-10 11:54:40,586.0,552.0,581.0,806.0,506.0,823.0,929.0,897.0
2025-03-10 11:54:42,508.0,663.0,906.0,991.0,897.0,560.0,674.0,695.0
2025-03-10 11:54:44,607.0,566.0,693.0,948.0,766.0,890.0,945.0,674.0
2025-03-10 11:54:46,784.0,539.0,874.0,896.0,876.0,544.0,703.0,652.0
2025-03-10 11:54:48,744.0,690.0,507.0,808.0,726.0,538.0,961.0,840.0
2025-03-10 11:54:50,857.0,675.0,661.0,834.0,996.0,717.0,627.0,613.0
2025-03-10 11:54:52,726.0,610.0,644.0,997.0,756.0,587.0,627.0,920.0
2025-03-10 11:54:54,745.0,586.0,684.0,797.0,942.0,997.0,853.0,952.0
2025-03-10 11:54:56,608.0,528.0,613.0,884.0,894.0,610.0,511.0,898.0
2025-03-10 11:54:58,864.0,963.0,589.0,704.0,900.0,827.0,909.0,852.0
2025-03-10 11:55:00,834.0,913.0,676.0,940.0,724.0,723.0,530.0,555.0
2025-03-10 11:55:02,812.0,956.0,792.0,789.0,860.0,834.0,795.0,964.0
2025-03-10 11:55:04,699.0,626.0,749.0,687.0,651.0,938.0,580.0,822.0
2025-03-10 11:55:06,654.0,545.0,543.0,755.0,527.0,934.0,873.0,983.0
2025-03-10 11:55:08,990.0,520.0,575.0,753.0,568.0,976.0,960.0,807.0
2025-03-10 11:55:10,947.0,573.0,950.0,985.0,847.0,741.0,500.0,749.0
2025-03-10 11:55:12,759.0,968.0,911.0,999.0,604.0,829.0,617.0,573.0
2025-03-10 11:55:14,608.0,923.0,964.0,920.0,897.0,703.0,854.0,869.0
2025-03-10 11:55:16,560.0,503.0,830.0,858.0,564.0,721.0,615.0,955.0
2025-03-10 11:55:18,500.0,645.0,871.0,953.0,535.0,869.0,539.0,735.0
2025-03-10 11:55:20,591.0,647.0,997.0,817.0,731.0,820.0,531.0,544.0
2025-03-10 11:55:22,627.0,940.0,676.0,871.0,866.0,527.0,874.0,978.0
2025-03-10 11:55:24,735.0,918.0,916.0,970.0,944.0,979.0,759.0,670.0
2025-03-10 11:55:26,664.0,844.0,990.0,573.0,898.0,933.0,751.0,824.0
2025-03-10 11:55:28,982.0,609.0,710.0,967.0,648.0,772.0,838.0,978.0
2025-03-10 11:55:30,732.0,553.0,576.0,731.0,698.0,931.0,510.0,939.0
2025-03-10 11:55:32,516.0,697.0,725.0,997.0,604.0,917.0,672.0,535.0
2025-03-10 11:55:34,813.0,705.0,615.0,548.0,992.0,808.0,858.0,740.0
2025-03-10 11:55:36,639.0,906.0,736.0,798.0,572.0,810.0,874.0,844.0
2025-03-10 11:55:38,589.0,843.0,537.0,839.0,612.0,974.0,531.0,931.0
2025-03-10 11:55:40,959.0,643.0,952.0,766.0,948.0,848.0,623.0,802.0
2025-03-10 11:55:42,691.0,830.0,962.0,684.0,592.0,814.0,616.0,690.0
2025-03-10 11:55:44,784.0,794.0,579.0,788.0,881.0,712.0,640.0,587.0
2025-03-10 11:55:46,656.0,557.0,973.0,531.0,694.0,899.0,667.0,606.0
2025-03-10 11:55:48,828.0,923.0,558.0,653.0,550.0,783.0,818.0,927.0
2025-03-10 11:55:50,790.0,544.0,520.0,800.0,752.0,512.0,814.0,952.0
2025-03-10 11:55:52,748.0,649.0,810.0,842.0,624.0,733.0,999.0,677.0
2025-03-10 11:55:54,715.0,715.0,791.0,941.0,530.0,741.0,597.0,915.0
2025-03-10 11:55:56,579.0,925.0,657.0,756.0,875.0,868.0,619.0,796.0
2025-03-10 11:55:58,886.0,789.0,863.0,621.0,943.0,653.0,793.0,547.0
2025-03-10 11:56:00,893.0,555.0,820.0,676.0,503.0,695.0,779.0,965.0
2025-03-10 11:56:02,639.0,908.0,736.0,679.0,545.0,557.0,764.0,641.0
2025-03-10 11:56:04,853.0,686.0,699.0,585.0,761.0,615.0,905.0,859.0
2025-03-10 11:56:06,824.0,805.0,890.0,544.0,684.0,529.0,882.0,545.0
2025-03-10 11:56:08,762.0,948.0,597.0,905.0,535.0,859.0,523.0,807.0
2025-03-10 11:56:10,523.0,581.0,505.0,721.0,618.0,602.0,702.0,589.0
2025-03-10 11:56:12,987.0,764.0,933.0,765.0,904.0,501.0,552.0,926.0
2025-03-10 11:56:14,813.0,567.0,905.0,962.0,673.0,887.0,515.0,715.0
2025-03-10 11:56:16,506.0,831.0,743.0,503.0,834.0,667.0,646.0,793.0
2025-03-10 11:56:18,681.0,723.0,629.0,682.0,791.0,776.0,671.0,833.0
2025-03-10 11:56:23,655.0,984.0,648.0,746.0,987.0,779.0,841.0,834.0
2025-03-10 11:56:25,800.0,949.0,575.0,560.0,982.0,833.0,779.0,896.0
2025-03-10 11:56:27,620.0,797.0,603.0,584.0,709.0,936.0,544.0,531.0
2025-03-10 11:56:29,648.0,750.0,780.0,812.0,542.0,969.0,805.0,834.0
2025-03-10 11:56:31,529.0,881.0,750.0,955.0,842.0,507.0,568.0,743.0
2025-03-10 11:56:33,904.0,604.0,661.0,556.0,531.0,892.0,875.0,964.0
2025-03-10 11:56:35,608.0,612.0,566.0,825.0,896.0,969.0,540.0,950.0
2025-03-10 11:56:37,691.0,544.0,883.0,855.0,863.0,826.0,856.0,722.0
2025-03-10 11:56:39,624.0,988.0,558.0,684.0,996.0,814.0,747.0,535.0
2025-03-10 11:56:41,806.0,967.0,614.0,608.0,898.0,791.0,568.0,725.0
2025-03-10 11:56:43,800.0,742.0,824.0,537.0,664.0,882.0,648.0,929.0
2025-03-10 11:56:45,677.0,970.0,871.0,653.0,1000.0,576.0,702.0,969.0
2025-03-10 11:56:47,608.0,820.0,547.0,841.0,960.0,632.0,692.0,900.0
2025-03-10 11:56:49,817.0,572.0,505.0,529.0,714.0,987.0,685.0,550.0
2025-03-10 11:56:51,665.0,726.0,935.0,993.0,755.0,657.0,979.0,865.0
2025-03-10 11:56:53,684.0,619.0,702.0,678.0,806.0,953.0,750.0,785.0
2025-03-10 11:56:55,708.0,846.0,905.0,946.0,646.0,641.0,725.0,590.0
2025-03-10 11:56:57,513.0,568.0,557.0,812.0,507.0,676.0,628.0,614.0
2025-03-10 11:56:59,868.0,786.0,609.0,843.0,712.0,885.0,928.0,911.0
2025-03-10 11:57:01,678.0,807.0,713.0,645.0,511.0,806.0,874.0,978.0
2025-03-10 11:57:03,694.0,773.0,702.0,669.0,645.0,886.0,841.0,680.0
2025-03-10 11:57:05,927.0,653.0,750.0,646.0,564.0,888.0,873.0,905.0
2025-03-10 11:57:07,557.0,960.0,658.0,610.0,690.0,847.0,786.0,651.0
2025-03-10 11:57:09,622.0,760.0,565.0,830.0,889.0,794.0,835.0,873.0
2025-03-10 11:57:11,543.0,902.0,957.0,624.0,547.0,548.0,784.0,780.0
2025-03-10 11:57:13,681.0,785.0,695.0,716.0,744.0,942.0,576.0,637.0
2025-03-10 11:57:15,844.0,718.0,763.0,679.0,697.0,818.0,801.0,810.0
2025-03-10 11:57:17,528.0,751.0,720.0,867.0,652.0,844.0,669.0,545.0
2025-03-10 11:57:19,918.0,856.0,921.0,841.0,582.0,824.0,716.0,629.0
2025-03-10 11:57:21,581.0,902.0,830.0,512.0,849.0,552.0,864.0,864.0
2025-03-10 11:57:23,537.0,546.0,656.0,529.0,555.0,698.0,676.0,543.0
2025-03-10 11:57:25,624.0,733.0,912.0,863.0,676.0,858.0,540.0,856.0
2025-03-10 11:57:27,731.0,516.0,981.0,898.0,614.0,614.0,627.0,768.0
2025-03-10 11:57:29,973.0,656.0,884.0,610.0,647.0,872.0,865.0,983.0
2025-03-10 11:57:32,661.0,865.0,986.0,864.0,972.0,942.0,842.0,934.0
2025-03-10 11:57:34,864.0,736.0,850.0,702.0,896.0,579.0,693.0,707.0
2025-03-10 11:57:36,533.0,538.0,555.0,596.0,689.0,603.0,712.0,639.0
2025-03-10 11:57:38,997.0,799.0,750.0,514.0,888.0,549.0,505.0,755.0
2025-03-10 11:57:40,936.0,898.0,748.0,546.0,721.0,509.0,880.0,887.0
2025-03-10 11:57:42,552.0,996.0,723.0,962.0,841.0,517.0,985.0,654.0
2025-03-10 11:57:44,561.0,924.0,503.0,849.0,673.0,896.0,800.0,658.0
2025-03-10 11:57:46,702.0,798.0,987.0,611.0,626.0,581.0,579.0,566.0
2025-03-10 11:57:48,584.0,886.0,571.0,590.0,978.0,635.0,940.0,578.0
2025-03-10 11:57:50,843.0,718.0,680.0,585.0,560.0,686.0,623.0,782.0
2025-03-10 11:57:52,525.0,590.0,901.0,784.0,542.0,564.0,921.0,565.0
2025-03-10 11:57:54,701.0,610.0,799.0,519.0,935.0,613.0,879.0,542.0
2025-03-10 11:57:56,735.0,879.0,766.0,689.0,686.0,905.0,752.0,934.0
2025-03-10 11:57:58,751.0,837.0,762.0,983.0,930.0,830.0,796.0,538.0
2025-03-10 11:58:00,751.0,837.0,819.0,861.0,525.0,578.0,672.0,915.0
2025-03-10 11:58:02,938.0,733.0,675.0,954.0,531.0,618.0,818.0,882.0
2025-03-10 11:58:04,800.0,685.0,605.0,761.0,577.0,819.0,501.0,588.0
2025-03-10 11:58:06,504.0,853.0,593.0,909.0,887.0,959.0,897.0,537.0
2025-03-10 11:58:08,627.0,506.0,696.0,638.0,657.0,789.0,819.0,690.0
2025-03-10 11:58:10,565.0,704.0,898.0,662.0,919.0,831.0,866.0,823.0
2025-03-10 11:58:12,559.0,986.0,578.0,883.0,568.0,922.0,737.0,876.0
2025-03-10 11:58:14,942.0,965.0,573.0,662.0,901.0,849.0,902.0,669.0
2025-03-10 11:58:16,618.0,808.0,889.0,759.0,519.0,562.0,590.0,566.0
2025-03-10 11:58:18,988.0,653.0,935.0,643.0,650.0,552.0,508.0,543.0
2025-03-10 11:58:20,621.0,769.0,598.0,966.0,542.0,569.0,567.0,931.0
2025-03-10 11:58:22,864.0,980.0,777.0,614.0,656.0,734.0,857.0,579.0
2025-03-10 11:58:24,951.0,560.0,761.0,992.0,736.0,563.0,574.0,925.0
2025-03-10 11:58:26,965.0,794.0,907.0,964.0,658.0,937.0,977.0,698.0
2025-03-10 11:58:28,943.0,656.0,797.0,519.0,894.0,503.0,610.0,609.0
2025-03-10 11:58:30,827.0,648.0,997.0,608.0,762.0,575.0,875.0,820.0
2025-03-10 11:58:32,823.0,764.0,514.0,521.0,869.0,830.0,543.0,646.0
2025-03-10 11:58:34,885.0,947.0,923.0,868.0,909.0,647.0,655.0,789.0
2025-03-10 11:58:36,753.0,788.0,602.0,723.0,800.0,536.0,756.0,905.0
2025-03-10 11:58:38,580.0,580.0,539.0,711.0,827.0,782.0,972.0,590.0
2025-03-10 11:58:42,601.0,680.0,781.0,634.0,505.0,990.0,659.0,714.0
2025-03-10 11:58:44,536.0,725.0,792.0,811.0,572.0,735.0,746.0,980.0
2025-03-10 11:58:46,809.0,823.0,759.0,521.0,649.0,640.0,673.0,729.0
2025-03-10 11:58:48,705.0,749.0,647.0,886.0,573.0,949.0,510.0,941.0
2025-03-10 11:58:50,996.0,568.0,674.0,887.0,602.0,830.0,695.0,534.0
2025-03-10 11:58:52,622.0,624.0,897.0,983.0,524.0,587.0,689.0,747.0
2025-03-10 11:58:54,614.0,871.0,876.0,648.0,796.0,509.0,582.0,863.0
2025-03-10 11:58:56,843.0,742.0,695.0,682.0,849.0,500.0,752.0,888.0
2025-03-10 11:58:58,769.0,969.0,647.0,615.0,802.0,874.0,715.0,719.0
2025-03-10 11:59:00,804.0,733.0,697.0,672.0,663.0,823.0,869.0,953.0
2025-03-10 11:59:02,839.0,674.0,747.0,651.0,769.0,768.0,599.0,665.0
2025-03-10 11:59:04,515.0,613.0,787.0,578.0,993.0,740.0,947.0,590.0
2025-03-10 11:59:06,903.0,679.0,502.0,813.0,633.0,740.0,563.0,953.0
2025-03-10 11:59:08,815.0,822.0,820.0,733.0,554.0,767.0,512.0,545.0
2025-03-10 11:59:10,605.0,566.0,586.0,735.0,855.0,692.0,637.0,909.0
2025-03-10 11:59:12,882.0,685.0,952.0,944.0,601.0,516.0,873.0,974.0
2025-03-10 11:59:14,917.0,769.0,853.0,581.0,626.0,526.0,592.0,898.0
2025-03-10 11:59:16,694.0,899.0,700.0,530.0,630.0,830.0,881.0,890.0
2025-03-10 11:59:18,719.0,748.0,915.0,942.0,504.0,637.0,613.0,907.0
2025-03-10 11:59:20,513.0,646.0,636.0,926.0,894.0,583.0,583.0,775.0
2025-03-10 11:59:22,711.0,515.0,527.0,697.0,706.0,516.0,836.0,836.0
2025-03-10 11:59:24,697.0,650.0,919.0,989.0,930.0,988.0,980.0,615.0
2025-03-10 11:59:26,870.0,941.0,731.0,764.0,676.0,974.0,745.0,878.0
2025-03-10 11:59:28,766.0,703.0,812.0,723.0,783.0,685.0,806.0,791.0
2025-03-10 11:59:30,819.0,914.0,738.0,788.0,671.0,700.0,586.0,591.0
2025-03-10 11:59:32,521.0,527.0,582.0,866.0,881.0,796.0,828.0,841.0
2025-03-10 11:59:34,618.0,776.0,739.0,582.0,621.0,686.0,582.0,582.0
2025-03-10 11:59:36,546.0,748.0,749.0,500.0,812.0,661.0,816.0,722.0
2025-03-10 11:59:38,522.0,664.0,617.0,874.0,773.0,512.0,742.0,789.0
2025-03-10 11:59:40,849.0,556.0,583.0,576.0,697.0,827.0,574.0,997.0
2025-03-10 11:59:42,691.0,978.0,571.0,868.0,972.0,867.0,689.0,982.0
2025-03-10 11:59:44,578.0,892.0,694.0,987.0,994.0,509.0,804.0,624.0
2025-03-10 11:59:46,541.0,591.0,844.0,921.0,748.0,760.0,671.0,603.0
2025-03-10 11:59:48,937.0,552.0,820.0,884.0,886.0,969.0,672.0,778.0
2025-03-10 11:59:50,792.0,881.0,583.0,625.0,612.0,870.0,762.0,643.0
2025-03-10 11:59:52,574.0,615.0,784.0,716.0,756.0,956.0,787.0,869.0
2025-03-10 11:59:54,939.0,525.0,606.0,888.0,911.0,670.0,920.0,718.0
2025-03-10 11:59:56,795.0,958.0,567.0,975.0,562.0,742.0,848.0,950.0
2025-03-10 11:59:58,911.0,754.0,771.0,635.0,969.0,712.0,690.0,663.0
2025-03-10 12:00:00,947.0,793.0,671.0,767.0,574.0,767.0,702.0,599.0
2025-03-10 12:00:02,671.0,730.0,665.0,724.0,863.0,804.0,898.0,686.0
